,Name,Year,Selling_Price,Km_Driven,Fuel,Seller_Type,Transmission,Owner,Brand,Model,Km_Driven_log,Selling_Price_log,Car_Age
864,Maruti Zen Estilo LXI BSIII,2007,100000,80000,Petrol,Individual,Manual,Third Owner,Maruti,ZenEstilo,11.289781913656018,11.512925464970229,17
865,Maruti Swift Dzire LDI,2014,390000,110000,Diesel,Individual,Manual,Second Owner,Maruti,SwiftDzire,11.608235644774552,12.873902018105829,10
866,Hyundai i20 1.2 Spotz,2017,400000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i201.2,10.819778284410283,12.89921982609012,7
867,Tata Tigor 1.2 Revotron XM,2018,509999,5000,Petrol,Individual,Manual,First Owner,Tata,Tigor1.2,8.517193191416238,13.142164043914272,6
868,Hyundai i10 Magna 1.1,2008,150000,90000,Petrol,Individual,Manual,Third Owner,Hyundai,i10Magna,11.407564949312402,11.918390573078392,16
870,Nissan Sunny Diesel XV,2013,450000,80000,Diesel,Individual,Manual,First Owner,Nissan,SunnyDiesel,11.289781913656018,13.017002861746503,11
871,Hyundai i20 1.2 Spotz,2017,400000,38000,Petrol,Individual,Manual,Second Owner,Hyundai,i201.2,10.545341438708522,12.89921982609012,7
873,Tata Indigo CR4,2011,130000,90000,Diesel,Individual,Manual,First Owner,Tata,IndigoCR4,11.407564949312402,11.77528972943772,13
874,Maruti Alto 800 LXI,2017,160000,50000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,10.819778284410283,11.982929094215963,7
875,Maruti Alto 800 LXI,2016,150000,60000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,11.002099841204238,11.918390573078392,8
876,Mahindra XUV500 W8 2WD,2013,500000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500W8,11.512925464970229,13.122363377404328,11
877,Tata Nano Std,2011,40000,19000,Petrol,Individual,Manual,First Owner,Tata,NanoStd,9.852194258148577,10.596634733096073,13
879,Mahindra Verito 1.5 D2 BSIV,2015,227000,70000,Diesel,Individual,Manual,Second Owner,Mahindra,Verito1.5,11.156250521031495,12.332705296463539,9
880,Maruti Swift VDI,2011,285000,50000,Diesel,Individual,Manual,Second Owner,Maruti,SwiftVDI,10.819778284410283,12.560244459250788,13
881,Maruti Alto LX,2012,155000,19077,Petrol,Individual,Manual,Second Owner,Maruti,AltoLX,9.856238699935517,11.951180395901384,12
882,Hyundai EON D Lite,2016,210000,30000,Petrol,Individual,Manual,First Owner,Hyundai,EOND,10.308952660644293,12.254862809699606,8
883,Maruti Alto LXi,2009,140000,80000,Petrol,Individual,Manual,Second Owner,Maruti,AltoLXi,11.289781913656018,11.84939770159144,15
885,Nissan Terrano XV Premium 110 PS,2013,750000,80000,Diesel,Individual,Manual,First Owner,Nissan,TerranoXV,11.289781913656018,13.527828485512494,11
886,Maruti Baleno Alpha 1.3,2016,610000,100000,Diesel,Individual,Manual,First Owner,Maruti,BalenoAlpha,11.512925464970229,13.321214236149494,8
887,Nissan Sunny XV D Premium Leather,2015,450000,50000,Diesel,Individual,Manual,First Owner,Nissan,SunnyXV,10.819778284410283,13.017002861746503,9
888,Toyota Etios Liva GD,2012,409999,56000,Diesel,Individual,Manual,First Owner,Toyota,EtiosLiva,10.933106969717286,12.923909999653127,12
889,Hyundai EON 1.0 Era Plus,2018,100000,21302,Petrol,Individual,Manual,First Owner,Hyundai,EON1.0,9.966556244003112,11.512925464970229,6
890,Renault KWID 1.0 RXT Optional,2018,300000,10500,Petrol,Individual,Manual,First Owner,Renault,KWID1.0,9.259130536145614,12.611537753638338,6
891,Mahindra Bolero 2011-2019 SLX,2013,400000,107000,Diesel,Individual,Manual,First Owner,Mahindra,Bolero2011-2019,11.580584113444043,12.89921982609012,11
892,Hyundai i10 Sportz 1.2,2010,210000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,i10Sportz,11.002099841204238,12.254862809699606,14
894,Maruti Wagon R LXI BS IV,2010,222000,70000,Petrol,Individual,Manual,First Owner,Maruti,WagonR,11.156250521031495,12.310432660854417,14
895,Maruti Alto 800 LXI,2015,240000,50000,Petrol,Individual,Manual,Second Owner,Maruti,Alto800,10.819778284410283,12.388394202324129,9
896,Toyota Etios Liva GD,2013,450000,70000,Diesel,Individual,Manual,Second Owner,Toyota,EtiosLiva,11.156250521031495,13.017002861746503,11
935,Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,55300,Diesel,Dealer,Automatic,First Owner,Volkswagen,Jetta2.0L,10.920528187510426,13.507625778194974,12
936,Tata Indica Vista Quadrajet 90 VX,2012,285000,74300,Diesel,Dealer,Manual,First Owner,Tata,IndicaVista,11.215866230705851,12.560244459250788,12
937,Honda City VX MT,2010,350000,48781,Petrol,Dealer,Manual,First Owner,Honda,CityVX,10.795096171764786,12.765688433465597,14
938,Volkswagen Jetta 1.9 Highline TDI,2010,290000,87620,Diesel,Dealer,Automatic,First Owner,Volkswagen,Jetta1.9,11.38076456136789,12.577636201962656,14
940,Honda Jazz VX,2011,385000,11473,Petrol,Dealer,Manual,First Owner,Honda,JazzVX,9.347751727799142,12.86099861326992,13
941,Maruti Eeco 5 Seater AC BSIV,2017,425000,8352,Petrol,Dealer,Manual,First Owner,Maruti,Eeco5,9.03025631012242,12.959844447906553,7
942,Maruti Wagon R VXI AMT1.2BSIV,2017,525000,9745,Petrol,Dealer,Automatic,First Owner,Maruti,WagonR,9.184509611941662,13.17115354157376,7
943,Hyundai Grand i10 Asta,2017,550000,9748,Petrol,Dealer,Manual,First Owner,Hyundai,Grandi10,9.184817414745098,13.217673557208654,7
944,Volkswagen Polo 1.0 MPI Trendline,2012,271000,49000,Petrol,Dealer,Manual,First Owner,Volkswagen,Polo1.0,10.799575577092764,12.509874099861838,12
946,Hyundai Grand i10 Asta Option,2015,490000,31080,Petrol,Dealer,Manual,First Owner,Hyundai,Grandi10,10.344319804481584,13.102160670086809,9
947,Hyundai EON Era Plus,2014,260000,37605,Petrol,Dealer,Manual,First Owner,Hyundai,EONEra,10.534892299260504,12.468436909997665,10
948,Hyundai Xcent 1.1 CRDi SX Option,2014,455000,55850,Diesel,Dealer,Manual,First Owner,Hyundai,Xcent1.1,10.930424804497347,13.028052697933088,10
949,Tata Nano Lx BSIV,2010,75000,58850,Petrol,Dealer,Manual,First Owner,Tata,NanoLx,10.982747112688422,11.225243392518447,14
950,Toyota Etios Cross 1.2L G,2015,421000,23839,Petrol,Dealer,Manual,First Owner,Toyota,EtiosCross,10.07907817399079,12.950388112664518,9
951,Maruti Swift DDiS LDI,2016,550000,54000,Diesel,Dealer,Manual,First Owner,Maruti,SwiftDDiS,10.896739325546411,13.217673557208654,8
952,Hyundai i10 Sportz 1.2 AT,2013,330000,38000,Petrol,Dealer,Automatic,First Owner,Hyundai,i10Sportz,10.545341438708522,12.706847933442663,11
953,Volkswagen Vento 1.5 TDI Comfortline,2012,390000,45454,Diesel,Dealer,Manual,First Owner,Volkswagen,Vento1.5,10.724456104533958,12.873902018105829,12
954,Skoda Rapid 1.5 TDI AT Ambition,2015,599000,46957,Diesel,Dealer,Automatic,First Owner,Skoda,Rapid1.5,10.75698756830457,13.303016877097587,9
955,Hyundai Getz GLE,2007,110000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,GetzGLE,11.002099841204238,11.608235644774552,17
956,Renault KWID RXT Optional,2016,250000,25000,Petrol,Individual,Manual,First Owner,Renault,KWIDRXT,10.126631103850338,12.429216196844383,8
957,Mahindra Scorpio M2DI,2012,600000,110000,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,ScorpioM2DI,11.608235644774552,13.304684934198283,12
960,Mahindra Renault Logan 1.4 GLX Petrol,2008,80000,90000,Petrol,Individual,Manual,First Owner,Mahindra,RenaultLogan,11.407564949312402,11.289781913656018,16
961,Maruti Alto K10 VXI,2019,350000,5000,Petrol,Individual,Manual,First Owner,Maruti,AltoK10,8.517193191416238,12.765688433465597,5
962,Maruti Swift VDI BSIV,2015,475000,60000,Diesel,Individual,Manual,First Owner,Maruti,SwiftVDI,11.002099841204238,13.071070083016778,9
964,Maruti Swift Dzire VDI,2018,500000,50000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,10.819778284410283,13.122363377404328,6
967,Maruti Alto K10 VXI Airbag,2019,350000,5000,Petrol,Individual,Manual,First Owner,Maruti,AltoK10,8.517193191416238,12.765688433465597,5
971,Hyundai Grand i10 CRDi Sportz,2015,409999,58000,Diesel,Individual,Manual,First Owner,Hyundai,Grandi10,10.968198289528557,12.923909999653127,9
973,Maruti Alto K10 VXI,2017,320000,30000,Petrol,Individual,Manual,First Owner,Maruti,AltoK10,10.308952660644293,12.676076274775909,7
977,Maruti Swift Dzire ZDI,2018,750000,50000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,10.819778284410283,13.527828485512494,6
978,Hyundai EON Magna Plus,2014,220000,42000,Petrol,Individual,Manual,First Owner,Hyundai,EONMagna,10.645424897265505,12.301382825334498,10
980,Honda Mobilio E i DTEC,2017,660000,116000,Diesel,Individual,Manual,First Owner,Honda,MobilioE,11.661345470088502,13.399995114002609,7
981,Maruti Ertiga ZDI,2015,716000,100000,Diesel,Individual,Manual,First Owner,Maruti,ErtigaZDI,11.512925464970229,13.481435445942783,9
982,Maruti Ciaz ZXi Plus,2015,675000,66000,Petrol,Individual,Manual,First Owner,Maruti,CiazZXi,11.097410021008562,13.422467969854667,9
983,Mahindra Scorpio LX,2010,385000,110000,Diesel,Individual,Manual,Third Owner,Mahindra,ScorpioLX,11.608235644774552,12.86099861326992,14
984,Fiat Grande Punto EVO 1.3 Dynamic,2014,325000,70000,Diesel,Individual,Manual,First Owner,Fiat,GrandePunto,11.156250521031495,12.691580461311874,10
986,Ford Endeavour Hurricane Limited Edition,2007,400000,110000,Diesel,Individual,Automatic,Fourth & Above Owner,Ford,EndeavourHurricane,11.608235644774552,12.89921982609012,17
987,Tata Indica Vista TDI LS,2014,250000,25000,Diesel,Individual,Manual,First Owner,Tata,IndicaVista,10.126631103850338,12.429216196844383,10
989,Maruti Alto 800 LXI,2014,210000,20000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,9.903487552536127,12.254862809699606,10
990,Hyundai i10 Era 1.1 iTech SE,2011,147000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,i10Era,11.608235644774552,11.898187865760873,13
991,Maruti Vitara Brezza VDi Option,2018,725000,26350,Diesel,Individual,Manual,First Owner,Maruti,VitaraBrezza,10.179223553969509,13.493926933836812,6
992,Mahindra Scorpio SLE BSIV,2012,550000,90000,Diesel,Individual,Manual,First Owner,Mahindra,ScorpioSLE,11.407564949312402,13.217673557208654,12
993,Hyundai i20 Sportz Option 1.2,2016,475000,25000,Petrol,Individual,Manual,First Owner,Hyundai,i20Sportz,10.126631103850338,13.071070083016778,8
994,Hyundai Santro Xing GLS,2014,250000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,SantroXing,10.819778284410283,12.429216196844383,10
995,Tata Indica LSI,2006,70000,60000,Petrol,Individual,Manual,Second Owner,Tata,IndicaLSI,11.002099841204238,11.156250521031495,18
996,Hyundai EON Era Plus,2012,160000,70000,Petrol,Individual,Manual,Third Owner,Hyundai,EONEra,11.156250521031495,11.982929094215963,12
998,Hyundai Santro LE zipPlus,2001,68000,70000,Petrol,Individual,Manual,First Owner,Hyundai,SantroLE,11.156250521031495,11.127262984158243,23
999,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,26500,Petrol,Individual,Manual,First Owner,Hyundai,Grandi10,10.184900011974314,13.122363377404328,7
1007,Maruti Alto LX,2007,100000,52000,Petrol,Individual,Manual,Second Owner,Maruti,AltoLX,10.858998997563564,11.512925464970229,17
1010,Hyundai i20 Asta 1.4 CRDi,2013,300000,90000,Diesel,Individual,Manual,First Owner,Hyundai,i20Asta,11.407564949312402,12.611537753638338,11
1011,Tata Indigo LX,2011,140000,60000,Diesel,Individual,Manual,Second Owner,Tata,IndigoLX,11.002099841204238,11.84939770159144,13
1017,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,35000,Petrol,Individual,Manual,First Owner,Ford,FigoAspire,10.46310334047155,13.217673557208654,6
1018,Mahindra XUV500 W8 4WD,2012,650000,71042,Diesel,Dealer,Manual,First Owner,Mahindra,XUV500W8,11.171026530422912,13.38472764187182,12
1025,Chevrolet Beat Diesel LS,2011,95000,70000,Diesel,Individual,Manual,First Owner,Chevrolet,BeatDiesel,11.156250521031495,11.461632170582678,13
1034,Maruti Baleno Delta 1.2,2017,585000,43608,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,BalenoDelta,10.682995898744117,13.279367126213993,7
1036,Hyundai i20 1.4 Magna Executive,2013,280000,52000,Diesel,Dealer,Manual,First Owner,Hyundai,i201.4,10.858998997563564,12.542544882151386,11
1037,Maruti Baleno Zeta,2016,725000,49217,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,BalenoZeta,10.803994371254475,13.493926933836812,8
1038,Mahindra Verito 1.5 D4 BSIV,2015,300000,90000,Diesel,Individual,Manual,First Owner,Mahindra,Verito1.5,11.407564949312402,12.611537753638338,9
1039,Hyundai Xcent 1.2 Kappa S,2015,375000,70000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent1.2,11.156250521031495,12.834681304952548,9
1040,Honda City VTEC,2003,310000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Honda,CityVTEC,11.407564949312402,12.644327576461329,21
1043,Tata Xenon XT EX 4X2,2012,400000,80000,Diesel,Individual,Manual,Second Owner,Tata,XenonXT,11.289781913656018,12.89921982609012,12
1044,Nissan Terrano XL Plus 85 PS,2014,550000,80000,Diesel,Individual,Manual,Second Owner,Nissan,TerranoXL,11.289781913656018,13.217673557208654,10
1045,Maruti Eeco 7 Seater Standard BSIV,2018,270000,20000,Petrol,Individual,Manual,First Owner,Maruti,Eeco7,9.903487552536127,12.506177237980511,6
1046,Maruti Ertiga ZDI,2012,555000,110000,Diesel,Individual,Manual,Second Owner,Maruti,ErtigaZDI,11.608235644774552,13.226723392728571,12
1047,Ford Ecosport 1.5 DV5 MT Ambiente,2013,500000,60000,Diesel,Individual,Manual,Second Owner,Ford,Ecosport1.5,11.002099841204238,13.122363377404328,11
1049,Hyundai EON 1.0 Era Plus,2017,280000,28838,Petrol,Individual,Manual,First Owner,Hyundai,EON1.0,10.269449240866592,12.542544882151386,7
1051,Tata Indica DLS,2006,55000,100000,Diesel,Individual,Manual,First Owner,Tata,IndicaDLS,11.512925464970229,10.915088464214607,18
1052,Maruti Alto 800 LXI Airbag,2014,250000,50000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,10.819778284410283,12.429216196844383,10
1054,Mahindra Jeep MM 540,2007,95000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,JeepMM,11.512925464970229,11.461632170582678,17
1056,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,320000,50000,Diesel,Individual,Manual,Third Owner,Mahindra,BoleroPower,10.819778284410283,12.676076274775909,9
1058,Chevrolet Beat Diesel LS,2012,160000,50000,Diesel,Individual,Manual,First Owner,Chevrolet,BeatDiesel,10.819778284410283,11.982929094215963,12
1059,Honda Jazz 1.5 VX i DTEC,2018,790000,19571,Diesel,Dealer,Manual,First Owner,Honda,Jazz1.5,9.88180415770497,13.579788224443204,6
1061,Maruti Swift LXI,2011,175000,70000,Petrol,Individual,Manual,First Owner,Maruti,SwiftLXI,11.156250521031495,12.072541252905651,13
1063,Maruti Celerio LXI MT BSIV,2019,340000,50000,Petrol,Individual,Manual,First Owner,Maruti,CelerioLXI,10.819778284410283,12.736700896592344,5
1066,Honda Amaze VX Diesel BSIV,2018,780000,25000,Diesel,Dealer,Manual,First Owner,Honda,AmazeVX,10.126631103850338,13.567049198665774,6
1067,Toyota Corolla Altis 1.8 VL AT,2010,350000,80000,Petrol,Individual,Automatic,Third Owner,Toyota,CorollaAltis,11.289781913656018,12.765688433465597,14
1068,Honda Amaze VX Petrol BSIV,2018,690000,39000,Petrol,Dealer,Manual,First Owner,Honda,AmazeVX,10.571316925111784,13.444446876573442,6
1069,Maruti Alto 800 VXI,2016,245000,60000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,11.002099841204238,12.409013489526863,8
1070,Honda Amaze VX Diesel BSIV,2018,790000,49000,Diesel,Dealer,Manual,First Owner,Honda,AmazeVX,10.799575577092764,13.579788224443204,6
1071,Honda Amaze VX i-VTEC,2018,680000,48600,Petrol,Dealer,Manual,First Owner,Honda,AmazeVX,10.791378809888585,13.42984807715229,6
1072,Hyundai Grand i10 Asta Option,2017,540000,20000,Petrol,Individual,Manual,Second Owner,Hyundai,Grandi10,9.903487552536127,13.199324418540456,7
1073,Mahindra KUV 100 mFALCON G80 K2,2016,425000,25000,Petrol,Individual,Manual,First Owner,Mahindra,KUV100,10.126631103850338,12.959844447906553,8
1076,Renault Lodgy 85PS RxL,2015,715000,35000,Diesel,Individual,Manual,First Owner,Renault,Lodgy85PS,10.46310334047155,13.480037821676145,9
1079,Tata Zest Revotron 1.2T XMS,2018,400000,54000,Petrol,Dealer,Manual,Second Owner,Tata,ZestRevotron,10.896739325546411,12.89921982609012,6
1082,Hyundai Santro Xing XL eRLX Euro III,2005,114999,90000,Petrol,Dealer,Manual,Second Owner,Hyundai,SantroXing,11.407564949312402,11.652678711655406,19
1084,Datsun GO T Petrol,2015,310000,32686,Petrol,Dealer,Manual,First Owner,Datsun,GOT,10.394702130653004,12.644327576461329,9
1085,Mahindra Jeep CJ 500 DI,2006,575000,1001,Diesel,Dealer,Manual,First Owner,Mahindra,JeepCJ,6.90875477931522,13.262125319779487,18
1086,Renault Pulse RxZ,2017,490000,22000,Diesel,Dealer,Manual,First Owner,Renault,PulseRxZ,9.998797732340453,13.102160670086809,7
1087,Hyundai Grand i10 Magna,2017,480000,53261,Petrol,Dealer,Manual,First Owner,Hyundai,Grandi10,10.882959635008408,13.081541382884074,7
1089,Renault KWID 1.0 RXT Optional,2018,370000,10000,Petrol,Dealer,Manual,First Owner,Renault,KWID1.0,9.210340371976184,12.821258284620408,6
1091,Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,650000,44000,Petrol,Dealer,Manual,First Owner,Volkswagen,Polo2015-2019,10.691944912900398,13.38472764187182,7
1092,Toyota Etios VD,2014,670000,39895,Diesel,Dealer,Manual,First Owner,Toyota,EtiosVD,10.59400628174238,13.415032991367148,10
1094,Honda City i-VTEC SV,2014,690000,17000,Petrol,Dealer,Manual,First Owner,Honda,Cityi-VTEC,9.740968623038354,13.444446876573442,10
1095,Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,670000,18591,Petrol,Dealer,Manual,First Owner,Volkswagen,Polo2015-2019,9.830432871630217,13.415032991367148,7
1097,Hyundai EON Magna Plus,2015,250000,30000,Petrol,Individual,Manual,First Owner,Hyundai,EONMagna,10.308952660644293,12.429216196844383,9
1098,Tata Sumo Gold EX,2016,509999,42000,Diesel,Individual,Manual,First Owner,Tata,SumoGold,10.645424897265505,13.142164043914272,8
1099,Honda City i DTEC VX,2014,520000,110000,Diesel,Individual,Manual,First Owner,Honda,Cityi,11.608235644774552,13.16158409055761,10
1100,Tata Indica DLE,2005,100000,100000,Diesel,Individual,Manual,First Owner,Tata,IndicaDLE,11.512925464970229,11.512925464970229,19
1102,Tata Indigo LX,2009,130000,110000,Diesel,Individual,Manual,Third Owner,Tata,IndigoLX,11.608235644774552,11.77528972943772,15
1104,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,70000,Petrol,Individual,Manual,First Owner,Ford,FigoAspire,11.156250521031495,13.017002861746503,9
1105,Honda City S,2012,320000,50000,Petrol,Individual,Manual,Second Owner,Honda,CityS,10.819778284410283,12.676076274775909,12
1106,Maruti Swift Dzire VDI,2015,480000,50000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,10.819778284410283,13.081541382884074,9
1108,Toyota Innova 2.5 VX 8 STR,2012,790000,82000,Diesel,Individual,Manual,First Owner,Toyota,Innova2.5,11.314474526246391,13.579788224443204,12
1110,Maruti Alto LXi,2006,75000,80000,Petrol,Individual,Manual,Third Owner,Maruti,AltoLXi,11.289781913656018,11.225243392518447,18
1111,Tata Indica GLS BS IV,2010,99000,70000,Petrol,Individual,Manual,First Owner,Tata,IndicaGLS,11.156250521031495,11.502875129116727,14
1117,Maruti Swift Dzire VDI,2016,525000,60000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,11.002099841204238,13.17115354157376,8
1118,Hyundai i20 Asta 1.2,2016,500000,40000,Petrol,Individual,Manual,First Owner,Hyundai,i20Asta,10.596634733096073,13.122363377404328,8
1120,Hyundai i10 Magna 1.2 iTech SE,2009,150000,60000,Petrol,Individual,Manual,Third Owner,Hyundai,i10Magna,11.002099841204238,11.918390573078392,15
1121,Mahindra Bolero DI,2007,250000,50000,Diesel,Individual,Manual,First Owner,Mahindra,BoleroDI,10.819778284410283,12.429216196844383,17
1122,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,6000,Petrol,Individual,Manual,First Owner,Hyundai,Grandi10,8.699514748210191,13.017002861746503,6
1123,Hyundai Santro Xing XS,2009,150000,68000,Petrol,Individual,Manual,Second Owner,Hyundai,SantroXing,11.127262984158243,11.918390573078392,15
1124,Chevrolet Beat Diesel LS,2012,200000,85000,Diesel,Individual,Manual,First Owner,Chevrolet,BeatDiesel,11.350406535472453,12.206072645530174,12
1125,Mahindra Scorpio VLS AT 2.2 mHAWK,2011,525000,70000,Diesel,Individual,Automatic,First Owner,Mahindra,ScorpioVLS,11.156250521031495,13.17115354157376,13
